Id,WnvPresent
1,0.9935097
2,0.93450254
3,0.99588555
4,0.061015356
5,0.061015356
6,0.86921644
7,0.9991062
8,0.99664754
9,0.997954
10,0.9600127
11,0.9991026
12,0.109293655
13,0.109293655
14,0.87528634
15,0.9993849
16,0.99691737
17,0.9991824
18,0.98997444
19,0.99907315
20,0.34331185
21,0.34331185
22,0.96482885
23,0.999803
24,0.9992162
25,0.75994396
26,0.81224895
27,0.9457236
28,0.03458105
29,0.03458105
30,0.03458105
31,0.9449385
32,0.03458105
33,0.20117465
34,0.21131422
35,0.5096437
36,0.0050392565
37,0.0050392565
38,0.0050392565
39,0.6179578
40,0.0050392565
41,0.26910058
42,0.31807142
43,0.78821653
44,0.008739938
45,0.008739938
46,0.008739938
47,0.79867995
48,0.008739938
49,0.082747765
50,0.099321395
51,0.24619898
52,0.0014180364
53,0.0014180364
54,0.0014180364
55,0.3120122
56,0.0014180364
57,0.31665757
58,0.5098612
59,0.8611947
60,0.010411139
61,0.010411139
62,0.010411139
63,0.8540265
64,0.010411139
65,0.7840672
66,0.8517965
67,0.93925476
68,0.068912424
69,0.068912424
70,0.068912424
71,0.95941085
72,0.068912424
73,0.949099
74,0.77180314
75,0.933136
76,0.01220201
77,0.01220201
78,0.01220201
79,0.9626108
80,0.01220201
81,0.19588248
82,0.2044781
83,0.6738488
84,0.0048353146
85,0.0048353146
86,0.0048353146
87,0.6861489
88,0.0048353146
89,0.94603515
90,0.60645974
91,0.95315915
92,0.022121131
93,0.022121131
94,0.022121131
95,0.88942045
96,0.022121131
97,0.9414126
98,0.85578036
99,0.9614557
100,0.06246536
101,0.06246536
102,0.06246536
103,0.97970575
104,0.06246536
105,0.23051533
106,0.23460758
107,0.7842657
108,0.0049255947
109,0.0049255947
110,0.0049255947
111,0.64917994
112,0.0049255947
113,0.91465867
114,0.32953796
115,0.9462733
116,0.006915791
117,0.006915791
118,0.24717665
119,0.9789194
120,0.8973608
121,0.00939452
122,0.00036528744
123,0.009644377
124,2.0842315e-05
125,2.0842315e-05
126,2.0842315e-05
127,0.0026006708
128,2.0842315e-05
129,0.85009634
130,0.8786863
131,0.80691695
132,0.039763547
133,0.039763547
134,0.039763547
135,0.9838134
136,0.039763547
137,0.8142461
138,0.43059987
139,0.905682
140,0.01731087
141,0.01731087
142,0.01731087
143,0.82790357
144,0.01731087
145,0.99626523
146,0.9412155
147,0.9960542
148,0.11300338
149,0.11300338
150,0.86987704
151,0.9982317
152,0.99441373
153,0.9703526
154,0.827863
155,0.9899447
156,0.019915247
157,0.019915247
158,0.6751495
159,0.9965407
160,0.98936915
161,0.9939581
162,0.7047259
163,0.996458
164,0.032709662
165,0.032709662
166,0.88034594
167,0.998599
168,0.9949216
169,0.031847224
170,0.049921848
171,0.17164674
172,0.0007173267
173,0.0007173267
174,0.0007173267
175,0.23028691
176,0.0007173267
177,0.99128
178,0.8228797
179,0.99139094
180,0.017601091
181,0.017601091
182,0.537719
183,0.997018
184,0.9709321
185,0.9064022
186,0.16398859
187,0.9349174
188,0.001218812
189,0.001218812
190,0.001218812
191,0.583275
192,0.001218812
193,0.90006584
194,0.6800303
195,0.91616344
196,0.012304171
197,0.012304171
198,0.012304171
199,0.96179473
200,0.012304171
201,0.5264776
202,0.37214544
203,0.7595683
204,0.004386571
205,0.004386571
206,0.004386571
207,0.8249403
208,0.004386571
209,0.36445484
